kit_id,sensor,timestamp,value,unit,_raw
1001,gbTemp,2019-08-19 15:00:00+00:00,26.6517,,"{'created_at': '2019-08-19 15:00:00', 'value': 26.6517}"
1001,gbTemp,2019-08-19 16:00:00+00:00,24.275,,"{'created_at': '2019-08-19 16:00:00', 'value': 24.275}"
1001,gbTemp,2019-08-19 17:00:00+00:00,23.6067,,"{'created_at': '2019-08-19 17:00:00', 'value': 23.6067}"
1001,gbTemp,2019-08-19 18:00:00+00:00,23.9717,,"{'created_at': '2019-08-19 18:00:00', 'value': 23.9717}"
1001,gbTemp,2019-08-19 19:00:00+00:00,23.9933,,"{'created_at': '2019-08-19 19:00:00', 'value': 23.9933}"
1001,gbTemp,2019-08-19 20:00:00+00:00,23.5267,,"{'created_at': '2019-08-19 20:00:00', 'value': 23.5267}"
1001,gbTemp,2019-08-19 21:00:00+00:00,22.73,,"{'created_at': '2019-08-19 21:00:00', 'value': 22.73}"
1001,gbTemp,2019-08-19 22:00:00+00:00,22.5033,,"{'created_at': '2019-08-19 22:00:00', 'value': 22.5033}"
1001,gbTemp,2019-08-19 23:00:00+00:00,22.3417,,"{'created_at': '2019-08-19 23:00:00', 'value': 22.3417}"
1001,gbTemp,2019-08-20 00:00:00+00:00,22.2117,,"{'created_at': '2019-08-20 00:00:00', 'value': 22.2117}"
1001,gbTemp,2019-08-20 01:00:00+00:00,22.12,,"{'created_at': '2019-08-20 01:00:00', 'value': 22.12}"
1001,gbTemp,2019-08-20 02:00:00+00:00,21.9583,,"{'created_at': '2019-08-20 02:00:00', 'value': 21.9583}"
1001,gbTemp,2019-08-20 03:00:00+00:00,21.5767,,"{'created_at': '2019-08-20 03:00:00', 'value': 21.5767}"
1001,gbTemp,2019-08-20 04:00:00+00:00,21.4717,,"{'created_at': '2019-08-20 04:00:00', 'value': 21.4717}"
1001,gbTemp,2019-08-20 05:00:00+00:00,21.325,,"{'created_at': '2019-08-20 05:00:00', 'value': 21.325}"
1001,gbTemp,2019-08-20 06:00:00+00:00,21.1933,,"{'created_at': '2019-08-20 06:00:00', 'value': 21.1933}"
1001,gbTemp,2019-08-20 07:00:00+00:00,21.2267,,"{'created_at': '2019-08-20 07:00:00', 'value': 21.2267}"
1001,gbTemp,2019-08-20 08:00:00+00:00,21.44,,"{'created_at': '2019-08-20 08:00:00', 'value': 21.44}"
1001,gbTemp,2019-08-20 09:00:00+00:00,21.7383,,"{'created_at': '2019-08-20 09:00:00', 'value': 21.7383}"
1001,gbTemp,2019-08-20 10:00:00+00:00,21.9733,,"{'created_at': '2019-08-20 10:00:00', 'value': 21.9733}"
1001,gbTemp,2019-08-20 11:00:00+00:00,22.0317,,"{'created_at': '2019-08-20 11:00:00', 'value': 22.0317}"
1001,gbTemp,2019-08-20 12:00:00+00:00,22.1267,,"{'created_at': '2019-08-20 12:00:00', 'value': 22.1267}"
1001,gbTemp,2019-08-20 13:00:00+00:00,22.4017,,"{'created_at': '2019-08-20 13:00:00', 'value': 22.4017}"
1001,gbTemp,2019-08-20 14:00:00+00:00,23.1883,,"{'created_at': '2019-08-20 14:00:00', 'value': 23.1883}"
1001,gbTemp,2019-08-20 15:00:00+00:00,23.8817,,"{'created_at': '2019-08-20 15:00:00', 'value': 23.8817}"
1001,gbTemp,2019-08-20 16:00:00+00:00,24.0717,,"{'created_at': '2019-08-20 16:00:00', 'value': 24.0717}"
1001,gbTemp,2019-08-20 17:00:00+00:00,24.6483,,"{'created_at': '2019-08-20 17:00:00', 'value': 24.6483}"
1001,gbTemp,2019-08-20 18:00:00+00:00,26.2467,,"{'created_at': '2019-08-20 18:00:00', 'value': 26.2467}"
1001,gbTemp,2019-08-20 19:00:00+00:00,25.9217,,"{'created_at': '2019-08-20 19:00:00', 'value': 25.9217}"
1001,gbTemp,2019-08-20 20:00:00+00:00,23.84,,"{'created_at': '2019-08-20 20:00:00', 'value': 23.84}"
1001,gbTemp,2019-08-20 21:00:00+00:00,23.085,,"{'created_at': '2019-08-20 21:00:00', 'value': 23.085}"
1001,gbTemp,2019-08-20 22:00:00+00:00,22.87,,"{'created_at': '2019-08-20 22:00:00', 'value': 22.87}"
1001,gbTemp,2019-08-20 23:00:00+00:00,22.3667,,"{'created_at': '2019-08-20 23:00:00', 'value': 22.3667}"
1001,gbTemp,2019-08-21 00:00:00+00:00,22.0083,,"{'created_at': '2019-08-21 00:00:00', 'value': 22.0083}"
1001,gbTemp,2019-08-21 01:00:00+00:00,21.83,,"{'created_at': '2019-08-21 01:00:00', 'value': 21.83}"
1001,gbTemp,2019-08-21 02:00:00+00:00,21.7467,,"{'created_at': '2019-08-21 02:00:00', 'value': 21.7467}"
1001,gbTemp,2019-08-21 03:00:00+00:00,21.6567,,"{'created_at': '2019-08-21 03:00:00', 'value': 21.6567}"
